unit_id,received_dttm,predicted_response_time_seconds,actual_response_time_seconds,call_type,call_type_group,original_priority,unit_type,station_area,battalion,neighborhood_district,zipcode_of_incident,on_scene_dttm,raw_predict_payload,normalized_predict_payload,raw_actual_payload,normalized_actual_payload
T06,2026-02-07T05:56:21.000,468.28833,497,Alarms,Alarm,3,TRUCK,6,B05,Haight Ashbury,94117,2026-02-07T06:04:38.000,"{""unit_id"": ""T06"", ""call_type"": ""Alarms"", ""received_dttm"": ""2026-02-07T05:56:21.000"", ""zipcode_of_incident"": ""94117"", ""battalion"": ""B05"", ""station_area"": ""6"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""TRUCK"", ""neighborhood_district"": ""Haight Ashbury""}","{""unit_id"": ""T06"", ""call_type"": ""Alarms"", ""received_dttm"": ""2026-02-07T05:56:21.000"", ""zipcode_of_incident"": ""94117"", ""battalion"": ""B05"", ""station_area"": ""6"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""TRUCK"", ""neighborhood_district"": ""Haight Ashbury""}","{""unit_id"": ""T06"", ""received_dttm"": ""2026-02-07T05:56:21.000"", ""on_scene_dttm"": ""2026-02-07T06:04:38.000""}","{""unit_id"": ""T06"", ""received_dttm"": ""2026-02-07T05:56:21.000"", ""on_scene_dttm"": ""2026-02-07T06:04:38.000""}"
M587,2026-01-17T18:03:24.000,907.74347,1020,Medical Incident,Non Life-threatening,2,MEDIC,2,B01,Nob Hill,94133,2026-01-17T18:20:24.000,"{""unit_id"": ""M587"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-01-17T18:03:24.000"", ""zipcode_of_incident"": ""94133"", ""battalion"": ""B01"", ""station_area"": ""2"", ""original_priority"": ""2"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Nob Hill""}","{""unit_id"": ""M587"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-01-17T18:03:24.000"", ""zipcode_of_incident"": ""94133"", ""battalion"": ""B01"", ""station_area"": ""2"", ""original_priority"": ""2"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Nob Hill""}","{""unit_id"": ""M587"", ""received_dttm"": ""2026-01-17T18:03:24.000"", ""on_scene_dttm"": ""2026-01-17T18:20:24.000""}","{""unit_id"": ""M587"", ""received_dttm"": ""2026-01-17T18:03:24.000"", ""on_scene_dttm"": ""2026-01-17T18:20:24.000""}"
B04,2026-02-08T22:41:06.000,428.79514,279,Structure Fire / Smoke in Building,Alarm,3,CHIEF,38,B04,Nob Hill,94109,2026-02-08T22:45:45.000,"{""unit_id"": ""B04"", ""call_type"": ""Structure Fire / Smoke in Building"", ""received_dttm"": ""2026-02-08T22:41:06.000"", ""zipcode_of_incident"": ""94109"", ""battalion"": ""B04"", ""station_area"": ""38"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""CHIEF"", ""neighborhood_district"": ""Nob Hill""}","{""unit_id"": ""B04"", ""call_type"": ""Structure Fire / Smoke in Building"", ""received_dttm"": ""2026-02-08T22:41:06.000"", ""zipcode_of_incident"": ""94109"", ""battalion"": ""B04"", ""station_area"": ""38"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""CHIEF"", ""neighborhood_district"": ""Nob Hill""}","{""unit_id"": ""B04"", ""received_dttm"": ""2026-02-08T22:41:06.000"", ""on_scene_dttm"": ""2026-02-08T22:45:45.000""}","{""unit_id"": ""B04"", ""received_dttm"": ""2026-02-08T22:41:06.000"", ""on_scene_dttm"": ""2026-02-08T22:45:45.000""}"
B01,2026-01-09T15:40:32.000,536.0162,327,Alarms,Alarm,3,CHIEF,41,B01,Russian Hill,94109,2026-01-09T15:45:59.000,"{""unit_id"": ""B01"", ""call_type"": ""Alarms"", ""received_dttm"": ""2026-01-09T15:40:32.000"", ""zipcode_of_incident"": ""94109"", ""battalion"": ""B01"", ""station_area"": ""41"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""CHIEF"", ""neighborhood_district"": ""Russian Hill""}","{""unit_id"": ""B01"", ""call_type"": ""Alarms"", ""received_dttm"": ""2026-01-09T15:40:32.000"", ""zipcode_of_incident"": ""94109"", ""battalion"": ""B01"", ""station_area"": ""41"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""CHIEF"", ""neighborhood_district"": ""Russian Hill""}","{""unit_id"": ""B01"", ""received_dttm"": ""2026-01-09T15:40:32.000"", ""on_scene_dttm"": ""2026-01-09T15:45:59.000""}","{""unit_id"": ""B01"", ""received_dttm"": ""2026-01-09T15:40:32.000"", ""on_scene_dttm"": ""2026-01-09T15:45:59.000""}"
M566,2026-02-10T06:56:29.000,380.41882,480,Medical Incident,Potentially Life-Threatening,3,MEDIC,7,B06,Mission,94110,2026-02-10T07:04:29.000,"{""unit_id"": ""M566"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-02-10T06:56:29.000"", ""zipcode_of_incident"": ""94110"", ""battalion"": ""B06"", ""station_area"": ""7"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Mission""}","{""unit_id"": ""M566"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-02-10T06:56:29.000"", ""zipcode_of_incident"": ""94110"", ""battalion"": ""B06"", ""station_area"": ""7"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Mission""}","{""unit_id"": ""M566"", ""received_dttm"": ""2026-02-10T06:56:29.000"", ""on_scene_dttm"": ""2026-02-10T07:04:29.000""}","{""unit_id"": ""M566"", ""received_dttm"": ""2026-02-10T06:56:29.000"", ""on_scene_dttm"": ""2026-02-10T07:04:29.000""}"
M568,2026-01-12T10:32:00.000,469.33344,614,Medical Incident,Potentially Life-Threatening,3,MEDIC,10,B07,Lone Mountain/USF,94118,2026-01-12T10:42:14.000,"{""unit_id"": ""M568"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-01-12T10:32:00.000"", ""zipcode_of_incident"": ""94118"", ""battalion"": ""B07"", ""station_area"": ""10"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Lone Mountain/USF""}","{""unit_id"": ""M568"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-01-12T10:32:00.000"", ""zipcode_of_incident"": ""94118"", ""battalion"": ""B07"", ""station_area"": ""10"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Lone Mountain/USF""}","{""unit_id"": ""M568"", ""received_dttm"": ""2026-01-12T10:32:00.000"", ""on_scene_dttm"": ""2026-01-12T10:42:14.000""}","{""unit_id"": ""M568"", ""received_dttm"": ""2026-01-12T10:32:00.000"", ""on_scene_dttm"": ""2026-01-12T10:42:14.000""}"
M503,2026-03-04T16:47:24.000,403.0005,493,Medical Incident,Potentially Life-Threatening,A,MEDIC,7,B06,Castro/Upper Market,94114,2026-03-04T16:55:37.000,"{""unit_id"": ""M503"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-03-04T16:47:24.000"", ""zipcode_of_incident"": ""94114"", ""battalion"": ""B06"", ""station_area"": ""7"", ""original_priority"": ""A"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Castro/Upper Market""}","{""unit_id"": ""M503"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-03-04T16:47:24.000"", ""zipcode_of_incident"": ""94114"", ""battalion"": ""B06"", ""station_area"": ""7"", ""original_priority"": ""A"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Castro/Upper Market""}","{""unit_id"": ""M503"", ""received_dttm"": ""2026-03-04T16:47:24.000"", ""on_scene_dttm"": ""2026-03-04T16:55:37.000""}","{""unit_id"": ""M503"", ""received_dttm"": ""2026-03-04T16:47:24.000"", ""on_scene_dttm"": ""2026-03-04T16:55:37.000""}"
M559,2026-01-07T22:30:49.000,902.4782,683,Medical Incident,Non Life-threatening,2,MEDIC,10,B05,Presidio Heights,94118,2026-01-07T22:42:12.000,"{""unit_id"": ""M559"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-01-07T22:30:49.000"", ""zipcode_of_incident"": ""94118"", ""battalion"": ""B05"", ""station_area"": ""10"", ""original_priority"": ""2"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Presidio Heights""}","{""unit_id"": ""M559"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-01-07T22:30:49.000"", ""zipcode_of_incident"": ""94118"", ""battalion"": ""B05"", ""station_area"": ""10"", ""original_priority"": ""2"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Presidio Heights""}","{""unit_id"": ""M559"", ""received_dttm"": ""2026-01-07T22:30:49.000"", ""on_scene_dttm"": ""2026-01-07T22:42:12.000""}","{""unit_id"": ""M559"", ""received_dttm"": ""2026-01-07T22:30:49.000"", ""on_scene_dttm"": ""2026-01-07T22:42:12.000""}"
B01,2026-01-05T14:58:24.000,533.79565,421,Alarms,Alarm,3,CHIEF,3,B04,Tenderloin,94102,2026-01-05T15:05:25.000,"{""unit_id"": ""B01"", ""call_type"": ""Alarms"", ""received_dttm"": ""2026-01-05T14:58:24.000"", ""zipcode_of_incident"": ""94102"", ""battalion"": ""B04"", ""station_area"": ""3"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""CHIEF"", ""neighborhood_district"": ""Tenderloin""}","{""unit_id"": ""B01"", ""call_type"": ""Alarms"", ""received_dttm"": ""2026-01-05T14:58:24.000"", ""zipcode_of_incident"": ""94102"", ""battalion"": ""B04"", ""station_area"": ""3"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""CHIEF"", ""neighborhood_district"": ""Tenderloin""}","{""unit_id"": ""B01"", ""received_dttm"": ""2026-01-05T14:58:24.000"", ""on_scene_dttm"": ""2026-01-05T15:05:25.000""}","{""unit_id"": ""B01"", ""received_dttm"": ""2026-01-05T14:58:24.000"", ""on_scene_dttm"": ""2026-01-05T15:05:25.000""}"
AM112,2026-01-26T14:17:30.000,352.1782,635,Medical Incident,Potentially Life-Threatening,E,PRIVATE,3,B04,Western Addition,94109,2026-01-26T14:28:05.000,"{""unit_id"": ""AM112"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-01-26T14:17:30.000"", ""zipcode_of_incident"": ""94109"", ""battalion"": ""B04"", ""station_area"": ""3"", ""original_priority"": ""E"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""PRIVATE"", ""neighborhood_district"": ""Western Addition""}","{""unit_id"": ""AM112"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-01-26T14:17:30.000"", ""zipcode_of_incident"": ""94109"", ""battalion"": ""B04"", ""station_area"": ""3"", ""original_priority"": ""E"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""PRIVATE"", ""neighborhood_district"": ""Western Addition""}","{""unit_id"": ""AM112"", ""received_dttm"": ""2026-01-26T14:17:30.000"", ""on_scene_dttm"": ""2026-01-26T14:28:05.000""}","{""unit_id"": ""AM112"", ""received_dttm"": ""2026-01-26T14:17:30.000"", ""on_scene_dttm"": ""2026-01-26T14:28:05.000""}"
M503,2026-02-10T07:47:07.000,391.88016,510,Medical Incident,Potentially Life-Threatening,3,MEDIC,36,B02,South of Market,94103,2026-02-10T07:55:37.000,"{""unit_id"": ""M503"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-02-10T07:47:07.000"", ""zipcode_of_incident"": ""94103"", ""battalion"": ""B02"", ""station_area"": ""36"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""South of Market""}","{""unit_id"": ""M503"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-02-10T07:47:07.000"", ""zipcode_of_incident"": ""94103"", ""battalion"": ""B02"", ""station_area"": ""36"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""South of Market""}","{""unit_id"": ""M503"", ""received_dttm"": ""2026-02-10T07:47:07.000"", ""on_scene_dttm"": ""2026-02-10T07:55:37.000""}","{""unit_id"": ""M503"", ""received_dttm"": ""2026-02-10T07:47:07.000"", ""on_scene_dttm"": ""2026-02-10T07:55:37.000""}"
M590,2026-02-18T05:07:50.000,511.59506,486,Medical Incident,Non Life-threatening,3,MEDIC,11,B06,Bernal Heights,94110,2026-02-18T05:15:56.000,"{""unit_id"": ""M590"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-02-18T05:07:50.000"", ""zipcode_of_incident"": ""94110"", ""battalion"": ""B06"", ""station_area"": ""11"", ""original_priority"": ""3"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Bernal Heights""}","{""unit_id"": ""M590"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-02-18T05:07:50.000"", ""zipcode_of_incident"": ""94110"", ""battalion"": ""B06"", ""station_area"": ""11"", ""original_priority"": ""3"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Bernal Heights""}","{""unit_id"": ""M590"", ""received_dttm"": ""2026-02-18T05:07:50.000"", ""on_scene_dttm"": ""2026-02-18T05:15:56.000""}","{""unit_id"": ""M590"", ""received_dttm"": ""2026-02-18T05:07:50.000"", ""on_scene_dttm"": ""2026-02-18T05:15:56.000""}"
M550,2026-01-05T18:31:57.000,894.92944,1286,Medical Incident,Non Life-threatening,2,MEDIC,15,B09,West of Twin Peaks,94112,2026-01-05T18:53:23.000,"{""unit_id"": ""M550"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-01-05T18:31:57.000"", ""zipcode_of_incident"": ""94112"", ""battalion"": ""B09"", ""station_area"": ""15"", ""original_priority"": ""2"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""West of Twin Peaks""}","{""unit_id"": ""M550"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-01-05T18:31:57.000"", ""zipcode_of_incident"": ""94112"", ""battalion"": ""B09"", ""station_area"": ""15"", ""original_priority"": ""2"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""West of Twin Peaks""}","{""unit_id"": ""M550"", ""received_dttm"": ""2026-01-05T18:31:57.000"", ""on_scene_dttm"": ""2026-01-05T18:53:23.000""}","{""unit_id"": ""M550"", ""received_dttm"": ""2026-01-05T18:31:57.000"", ""on_scene_dttm"": ""2026-01-05T18:53:23.000""}"
M508,2026-03-15T19:06:48.000,330.1923,121,Medical Incident,Potentially Life-Threatening,E,MEDIC,7,B02,Mission,94103,2026-03-15T19:08:49.000,"{""unit_id"": ""M508"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-03-15T19:06:48.000"", ""zipcode_of_incident"": ""94103"", ""battalion"": ""B02"", ""station_area"": ""7"", ""original_priority"": ""E"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Mission""}","{""unit_id"": ""M508"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-03-15T19:06:48.000"", ""zipcode_of_incident"": ""94103"", ""battalion"": ""B02"", ""station_area"": ""7"", ""original_priority"": ""E"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Mission""}","{""unit_id"": ""M508"", ""received_dttm"": ""2026-03-15T19:06:48.000"", ""on_scene_dttm"": ""2026-03-15T19:08:49.000""}","{""unit_id"": ""M508"", ""received_dttm"": ""2026-03-15T19:06:48.000"", ""on_scene_dttm"": ""2026-03-15T19:08:49.000""}"
M508,2026-03-16T07:24:29.000,394.06592,602,Medical Incident,Potentially Life-Threatening,3,MEDIC,4,B03,Mission Bay,94158,2026-03-16T07:34:31.000,"{""unit_id"": ""M508"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-03-16T07:24:29.000"", ""zipcode_of_incident"": ""94158"", ""battalion"": ""B03"", ""station_area"": ""4"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Mission Bay""}","{""unit_id"": ""M508"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-03-16T07:24:29.000"", ""zipcode_of_incident"": ""94158"", ""battalion"": ""B03"", ""station_area"": ""4"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Mission Bay""}","{""unit_id"": ""M508"", ""received_dttm"": ""2026-03-16T07:24:29.000"", ""on_scene_dttm"": ""2026-03-16T07:34:31.000""}","{""unit_id"": ""M508"", ""received_dttm"": ""2026-03-16T07:24:29.000"", ""on_scene_dttm"": ""2026-03-16T07:34:31.000""}"
E28,2026-03-06T18:53:50.000,549.1405,443,Electrical Hazard,Alarm,3,ENGINE,28,B01,Russian Hill,94109,2026-03-06T19:01:13.000,"{""unit_id"": ""E28"", ""call_type"": ""Electrical Hazard"", ""received_dttm"": ""2026-03-06T18:53:50.000"", ""zipcode_of_incident"": ""94109"", ""battalion"": ""B01"", ""station_area"": ""28"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Russian Hill""}","{""unit_id"": ""E28"", ""call_type"": ""Electrical Hazard"", ""received_dttm"": ""2026-03-06T18:53:50.000"", ""zipcode_of_incident"": ""94109"", ""battalion"": ""B01"", ""station_area"": ""28"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Russian Hill""}","{""unit_id"": ""E28"", ""received_dttm"": ""2026-03-06T18:53:50.000"", ""on_scene_dttm"": ""2026-03-06T19:01:13.000""}","{""unit_id"": ""E28"", ""received_dttm"": ""2026-03-06T18:53:50.000"", ""on_scene_dttm"": ""2026-03-06T19:01:13.000""}"
E07,2026-02-17T12:48:11.000,460.8685,573,Medical Incident,Potentially Life-Threatening,3,ENGINE,7,B06,Mission,94110,2026-02-17T12:57:44.000,"{""unit_id"": ""E07"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-02-17T12:48:11.000"", ""zipcode_of_incident"": ""94110"", ""battalion"": ""B06"", ""station_area"": ""7"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Mission""}","{""unit_id"": ""E07"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-02-17T12:48:11.000"", ""zipcode_of_incident"": ""94110"", ""battalion"": ""B06"", ""station_area"": ""7"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Mission""}","{""unit_id"": ""E07"", ""received_dttm"": ""2026-02-17T12:48:11.000"", ""on_scene_dttm"": ""2026-02-17T12:57:44.000""}","{""unit_id"": ""E07"", ""received_dttm"": ""2026-02-17T12:48:11.000"", ""on_scene_dttm"": ""2026-02-17T12:57:44.000""}"
T05,2026-03-06T10:02:14.000,460.87482,337,Alarms,Alarm,3,TRUCK,21,B05,Western Addition,94117,2026-03-06T10:07:51.000,"{""unit_id"": ""T05"", ""call_type"": ""Alarms"", ""received_dttm"": ""2026-03-06T10:02:14.000"", ""zipcode_of_incident"": ""94117"", ""battalion"": ""B05"", ""station_area"": ""21"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""TRUCK"", ""neighborhood_district"": ""Western Addition""}","{""unit_id"": ""T05"", ""call_type"": ""Alarms"", ""received_dttm"": ""2026-03-06T10:02:14.000"", ""zipcode_of_incident"": ""94117"", ""battalion"": ""B05"", ""station_area"": ""21"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""TRUCK"", ""neighborhood_district"": ""Western Addition""}","{""unit_id"": ""T05"", ""received_dttm"": ""2026-03-06T10:02:14.000"", ""on_scene_dttm"": ""2026-03-06T10:07:51.000""}","{""unit_id"": ""T05"", ""received_dttm"": ""2026-03-06T10:02:14.000"", ""on_scene_dttm"": ""2026-03-06T10:07:51.000""}"
T19,2026-02-05T09:33:16.000,487.58228,324,Alarms,Alarm,3,TRUCK,33,B08,Lakeshore,94132,2026-02-05T09:38:40.000,"{""unit_id"": ""T19"", ""call_type"": ""Alarms"", ""received_dttm"": ""2026-02-05T09:33:16.000"", ""zipcode_of_incident"": ""94132"", ""battalion"": ""B08"", ""station_area"": ""33"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""TRUCK"", ""neighborhood_district"": ""Lakeshore""}","{""unit_id"": ""T19"", ""call_type"": ""Alarms"", ""received_dttm"": ""2026-02-05T09:33:16.000"", ""zipcode_of_incident"": ""94132"", ""battalion"": ""B08"", ""station_area"": ""33"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""TRUCK"", ""neighborhood_district"": ""Lakeshore""}","{""unit_id"": ""T19"", ""received_dttm"": ""2026-02-05T09:33:16.000"", ""on_scene_dttm"": ""2026-02-05T09:38:40.000""}","{""unit_id"": ""T19"", ""received_dttm"": ""2026-02-05T09:33:16.000"", ""on_scene_dttm"": ""2026-02-05T09:38:40.000""}"
E09,2026-01-14T06:04:19.000,565.91125,385,Outside Fire,Fire,3,ENGINE,9,B10,Bernal Heights,94110,2026-01-14T06:10:44.000,"{""unit_id"": ""E09"", ""call_type"": ""Outside Fire"", ""received_dttm"": ""2026-01-14T06:04:19.000"", ""zipcode_of_incident"": ""94110"", ""battalion"": ""B10"", ""station_area"": ""9"", ""original_priority"": ""3"", ""call_type_group"": ""Fire"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Bernal Heights""}","{""unit_id"": ""E09"", ""call_type"": ""Outside Fire"", ""received_dttm"": ""2026-01-14T06:04:19.000"", ""zipcode_of_incident"": ""94110"", ""battalion"": ""B10"", ""station_area"": ""9"", ""original_priority"": ""3"", ""call_type_group"": ""Fire"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Bernal Heights""}","{""unit_id"": ""E09"", ""received_dttm"": ""2026-01-14T06:04:19.000"", ""on_scene_dttm"": ""2026-01-14T06:10:44.000""}","{""unit_id"": ""E09"", ""received_dttm"": ""2026-01-14T06:04:19.000"", ""on_scene_dttm"": ""2026-01-14T06:10:44.000""}"
